Customer_ID,Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Employment_Status,Account_Tenure,Credit_Card_Type,Location,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Age_Group
cust0384,47,61540.0,414.0,0.630038076,0,0,37658.0,0.311636345,emp,14,gold,new york,on-time,missed,missed,late,on-time,missed,Mid Career
cust0385,55,53756.0,611.0,0.8265305,0,0,94309.0,0.131529931,unemployed,11,standard,new york,missed,late,late,missed,on-time,missed,Senior
cust0386,55,109297.0,806.0,0.447817547,4,0,33354.0,0.1,emp,0,business,chicago,missed,missed,on-time,late,late,on-time,Senior
cust0387,62,107658.0,383.0,0.688898194,4,0,48942.0,0.453974076,employed,14,platinum,phoenix,late,missed,late,missed,missed,on-time,Senior
cust0388,68,53304.0,469.0,0.362154186,2,0,31674.0,0.410590499,retired,3,student,los angeles,missed,late,on-time,late,on-time,missed,Retired
cust0389,71,173427.0,550.0,0.439506632,6,0,3081.0,0.522601889,employed,12,student,phoenix,missed,on-time,missed,late,missed,missed,Retired
cust0390,25,140917.0,725.0,0.337007203,5,1,16454.0,0.301092449,employed,4,student,chicago,on-time,missed,late,missed,missed,missed,Young
cust0391,44,96317.0,685.0,0.073373393,3,0,63375.0,0.294347012,self-employed,1,platinum,new york,late,late,missed,missed,on-time,missed,Mid Career
cust0392,44,93832.0,459.0,0.49269333,0,0,11587.0,0.261728121,unemployed,0,standard,chicago,late,on-time,late,late,late,missed,Mid Career
cust0393,51,31896.0,834.0,0.525690348,4,0,49798.0,0.234170976,self-employed,15,gold,houston,late,missed,on-time,on-time,missed,late,Senior
cust0394,38,107658.0,622.0,0.7131722,5,0,44454.0,0.260757045,unemployed,5,standard,houston,on-time,missed,late,on-time,missed,on-time,Mid Career
cust0395,47,70284.0,528.0,0.659087651,3,0,30575.0,0.321746333,retired,15,gold,phoenix,on-time,late,on-time,on-time,missed,missed,Mid Career
cust0396,50,72043.0,308.0,0.66179058,4,0,45776.0,0.215609921,employed,13,student,phoenix,on-time,on-time,on-time,missed,missed,late,Mid Career
cust0397,45,183152.0,656.0,0.305192755,4,0,24835.0,0.133071065,retired,2,standard,los angeles,on-time,late,on-time,missed,on-time,late,Mid Career
cust0398,64,170576.0,337.0,0.591899461,0,0,19733.0,0.315987663,emp,14,student,los angeles,late,missed,missed,late,on-time,missed,Senior
cust0399,50,198401.0,523.0,0.816518793,0,0,52217.0,0.21338044,retired,2,business,houston,late,missed,missed,missed,late,on-time,Mid Career
cust0400,22,86726.0,584.0,0.57597357,4,0,60278.0,0.1,retired,1,student,new york,on-time,late,on-time,late,missed,on-time,Young
cust0401,65,180421.0,762.0,0.865718723,1,0,91557.0,0.355256739,emp,0,student,chicago,missed,missed,on-time,on-time,missed,late,Senior
cust0402,36,107658.0,306.0,0.903793222,4,0,55345.0,0.189194096,unemployed,8,gold,los angeles,on-time,missed,missed,on-time,late,late,Mid Career
cust0403,21,57318.0,770.0,0.446306346,5,1,3091.0,0.366178945,emp,8,business,los angeles,on-time,on-time,on-time,late,late,on-time,Young
cust0404,52,38524.0,563.0,0.360612051,4,0,32207.0,0.363784811,employed,6,student,new york,on-time,on-time,missed,on-time,late,missed,Senior
cust0405,66,161377.0,380.0,0.347707567,2,0,98999.0,0.328359001,retired,2,student,new york,late,on-time,on-time,on-time,missed,missed,Retired
cust0406,34,119573.0,360.0,0.196772836,6,0,90739.0,0.549681784,emp,17,business,phoenix,missed,late,late,late,missed,late,Early Career
cust0407,61,167617.0,638.0,0.39631942,2,0,85780.0,0.286194815,retired,10,business,chicago,missed,on-time,missed,on-time,on-time,late,Senior
cust0408,45,107658.0,627.0,0.74153309,2,0,44303.0,0.271436043,employed,6,standard,new york,on-time,missed,on-time,late,missed,missed,Mid Career
cust0409,47,71570.0,341.0,0.059192485,1,0,39582.0,0.368367242,self-employed,8,gold,los angeles,on-time,late,late,late,on-time,late,Mid Career
cust0410,46,165580.0,734.0,0.29250932,1,0,1217.0,0.294455264,employed,0,business,los angeles,on-time,late,missed,on-time,missed,on-time,Mid Career
cust0411,63,154487.0,595.0,0.474573712,4,0,89616.0,0.416049354,employed,13,business,houston,on-time,missed,missed,missed,late,missed,Senior
cust0412,70,130359.0,835.0,0.32456296,2,0,47906.0,0.173119409,employed,19,platinum,new york,missed,on-time,late,late,late,missed,Retired
cust0413,23,58919.0,784.0,0.394542811,1,0,45776.0,0.174782555,employed,5,business,phoenix,missed,on-time,late,missed,on-time,late,Young
cust0414,52,109074.0,401.0,0.397534065,0,0,61210.0,0.376580949,retired,6,gold,chicago,late,missed,on-time,on-time,missed,missed,Senior
cust0415,58,152326.0,474.0,0.448491956,4,1,5626.0,0.183518906,unemployed,9,student,phoenix,on-time,missed,late,missed,on-time,late,Senior
cust0416,54,40934.0,694.0,0.354109061,5,0,62561.0,0.360909861,unemployed,6,student,los angeles,missed,late,late,on-time,missed,late,Senior
cust0417,41,126888.0,793.0,0.337757357,6,0,63412.0,0.337000285,unemployed,1,student,phoenix,late,on-time,on-time,late,missed,late,Mid Career
cust0418,46,73243.0,595.0,0.686861949,3,0,62253.0,0.230551171,retired,3,student,los angeles,late,late,late,on-time,on-time,late,Mid Career
cust0419,66,107658.0,452.0,0.709930836,4,0,46333.0,0.336717016,employed,16,platinum,los angeles,late,late,late,late,on-time,on-time,Retired
cust0420,63,65990.0,766.0,0.223891331,3,0,62253.0,0.176540755,unemployed,0,business,los angeles,late,late,late,on-time,on-time,missed,Senior
cust0421,70,180983.0,711.0,0.05,2,0,73733.0,0.200010007,self-employed,9,student,los angeles,missed,missed,late,missed,on-time,missed,Retired
cust0422,48,196415.0,415.0,0.71267497,6,0,95276.0,0.276281226,employed,18,standard,los angeles,on-time,late,late,on-time,missed,missed,Mid Career
cust0423,52,179506.0,398.0,0.254239916,3,0,59691.0,0.307892782,employed,14,student,houston,on-time,late,missed,on-time,on-time,missed,Senior
cust0424,50,71570.0,634.0,0.542548968,2,1,36820.0,0.269636146,employed,9,business,phoenix,missed,late,missed,on-time,late,late,Mid Career
cust0425,69,104588.0,811.0,0.186865625,0,0,65548.0,0.343311596,unemployed,18,student,houston,missed,on-time,missed,missed,missed,late,Retired
cust0426,38,146800.0,500.0,0.759550997,3,0,29584.0,0.338846642,employed,11,platinum,houston,late,on-time,missed,missed,late,late,Mid Career
cust0427,49,163216.0,768.0,1.008733579,6,0,60530.0,0.452936681,emp,15,gold,new york,late,on-time,missed,late,late,missed,Mid Career
cust0428,40,193677.0,320.0,0.536561382,4,0,36913.0,0.290471465,self-employed,8,gold,new york,missed,on-time,missed,on-time,late,missed,Mid Career
cust0429,50,38049.0,673.0,0.48117947,2,0,62342.0,0.419456343,unemployed,14,business,new york,on-time,missed,on-time,late,late,on-time,Mid Career
cust0430,20,129821.0,536.0,0.435572085,4,1,49798.0,0.392072551,unemployed,16,gold,chicago,missed,on-time,missed,late,late,on-time,Young
cust0431,35,115235.0,691.0,0.656359862,6,0,95276.0,0.529397728,self-employed,13,gold,new york,missed,on-time,late,on-time,late,missed,Early Career
cust0432,42,108610.0,467.0,0.61353735,1,0,55812.0,0.287274198,self-employed,17,standard,phoenix,on-time,late,missed,on-time,late,missed,Mid Career
cust0433,59,31364.0,739.0,0.700699691,2,0,24851.0,0.257964128,emp,1,business,houston,on-time,late,on-time,missed,on-time,missed,Senior
cust0434,48,184160.0,572.0,0.374416695,3,0,78289.0,0.425769422,unemployed,3,business,phoenix,late,late,late,late,missed,late,Mid Career
cust0435,71,59238.0,401.0,0.568023541,2,0,20052.0,0.338543257,retired,17,gold,new york,missed,on-time,missed,missed,missed,on-time,Retired
cust0436,20,68682.0,339.0,0.391506387,4,0,88778.0,0.428165922,unemployed,6,gold,chicago,late,missed,late,on-time,on-time,late,Young
cust0437,57,28807.0,794.0,0.28845687,0,0,95136.0,0.37167988,employed,12,gold,chicago,missed,late,on-time,missed,late,missed,Senior
cust0438,63,107658.0,799.0,0.491796916,2,0,41743.0,0.1,employed,14,platinum,houston,missed,on-time,late,on-time,late,on-time,Senior
cust0439,41,20569.0,427.0,0.315497454,3,0,87110.0,0.337632178,employed,0,student,phoenix,late,on-time,on-time,late,on-time,on-time,Mid Career
cust0440,67,25916.0,762.0,0.7347454,1,0,45776.0,0.33112159,employed,10,platinum,los angeles,missed,missed,late,on-time,missed,late,Retired
cust0441,49,127566.0,328.0,0.327615924,5,0,82438.0,0.31331069,employed,9,business,phoenix,missed,missed,missed,missed,missed,missed,Mid Career
cust0442,64,33888.0,398.0,0.572709188,0,0,1806.0,0.286775695,self-employed,4,standard,new york,missed,late,late,on-time,on-time,missed,Senior
cust0443,39,152162.0,446.0,0.37931554,1,0,4106.0,0.140785647,employed,15,student,los angeles,on-time,late,on-time,on-time,on-time,on-time,Mid Career
cust0444,40,170026.0,788.0,0.55541255,2,0,95376.0,0.387417692,employed,10,standard,chicago,on-time,missed,on-time,late,on-time,on-time,Mid Career
cust0445,19,51187.0,549.0,0.395200685,4,0,65387.0,0.337376843,employed,5,business,houston,missed,late,late,on-time,missed,missed,Young
cust0446,44,108396.0,378.0,0.248557745,6,1,85678.0,0.41019567,emp,8,business,houston,on-time,late,on-time,late,missed,on-time,Mid Career
cust0447,59,16062.0,690.0,0.596754548,4,0,73117.0,0.146124448,employed,12,standard,chicago,missed,on-time,on-time,missed,missed,on-time,Senior
cust0448,19,167617.0,700.0,0.452916876,3,0,52256.0,0.350713449,retired,7,standard,new york,missed,missed,late,on-time,missed,missed,Young
cust0449,43,187627.0,584.0,0.557196988,4,0,10778.0,0.276534066,employed,13,standard,chicago,on-time,on-time,missed,missed,missed,on-time,Mid Career
cust0450,34,115235.0,781.0,0.414231413,0,0,62010.0,0.314378801,emp,0,business,new york,missed,late,on-time,on-time,late,missed,Early Career
cust0451,57,107658.0,528.0,0.234412697,4,0,29845.0,0.277684037,employed,16,gold,los angeles,on-time,late,on-time,on-time,on-time,missed,Senior
cust0452,50,99076.0,332.0,0.716635719,3,0,62010.0,0.354360793,emp,4,standard,chicago,on-time,missed,missed,on-time,missed,missed,Mid Career
cust0453,26,190333.0,462.0,0.647351551,5,1,29416.0,0.283712688,employed,1,student,new york,late,late,missed,missed,late,missed,Early Career
cust0454,60,65612.0,588.0,0.386607805,2,0,45776.0,0.194808507,self-employed,8,business,los angeles,missed,missed,on-time,late,on-time,missed,Senior
cust0455,71,162851.0,622.0,0.513955843,6,0,77743.0,0.308642542,employed,3,platinum,chicago,on-time,missed,late,late,missed,missed,Retired
cust0456,65,75566.0,338.0,0.708403897,2,0,83236.0,0.278582546,self-employed,16,platinum,houston,late,missed,late,on-time,late,on-time,Senior
cust0457,56,177993.0,739.0,0.408592333,4,0,24120.0,0.291660638,self-employed,16,student,chicago,late,late,missed,on-time,late,on-time,Senior
cust0458,46,38049.0,758.0,0.439623099,1,0,71588.0,0.1,employed,17,gold,phoenix,late,missed,late,missed,late,on-time,Mid Career
cust0459,59,107658.0,350.0,0.5487265,2,0,24835.0,0.368263608,retired,15,standard,chicago,missed,late,on-time,on-time,missed,late,Senior
cust0460,72,125448.0,354.0,0.408181787,5,0,45776.0,0.268533638,unemployed,7,business,phoenix,late,late,late,missed,late,missed,Retired
cust0461,43,146800.0,459.0,0.671418399,4,1,17913.0,0.165184643,employed,10,standard,los angeles,missed,missed,on-time,on-time,late,missed,Mid Career
cust0462,52,134180.0,757.0,0.466219844,6,0,16693.0,0.392256352,employed,17,business,chicago,late,missed,late,missed,missed,on-time,Senior
cust0463,67,64922.0,658.0,0.343192825,3,0,67397.0,0.363636573,retired,9,platinum,los angeles,on-time,late,late,missed,on-time,on-time,Retired
cust0464,42,107658.0,837.0,0.621727766,5,0,45776.0,0.26726798,retired,12,standard,los angeles,on-time,missed,on-time,late,late,late,Mid Career
cust0465,41,24435.0,766.0,0.27157387,4,0,60530.0,0.184783062,employed,16,student,new york,missed,on-time,missed,missed,missed,late,Mid Career
cust0466,30,107658.0,664.0,0.902975712,5,0,45776.0,0.317803073,unemployed,17,gold,los angeles,missed,missed,missed,late,on-time,on-time,Early Career
cust0467,24,193998.0,700.0,0.816499273,2,0,18952.0,0.312310608,retired,9,student,los angeles,missed,on-time,on-time,late,late,missed,Young
cust0468,74,164143.0,580.0,0.602699095,6,0,44449.0,0.392433428,self-employed,15,gold,chicago,missed,late,on-time,missed,missed,late,Retired
cust0469,53,191615.0,796.0,0.585866204,3,0,42551.0,0.255626449,unemployed,19,standard,chicago,late,late,on-time,late,late,late,Senior
cust0470,62,75566.0,845.0,0.576488284,4,0,82482.0,0.419492213,employed,4,standard,houston,late,late,late,missed,late,missed,Senior
cust0471,37,167424.0,813.0,0.402181043,0,0,33772.0,0.2459747,unemployed,12,gold,new york,on-time,on-time,missed,late,missed,on-time,Mid Career
cust0472,18,53513.0,617.0,0.559461929,3,0,43870.0,0.165416822,employed,17,platinum,los angeles,late,on-time,on-time,missed,on-time,late,Young
cust0473,25,155932.0,754.0,0.315373478,0,0,23685.0,0.186771724,unemployed,16,business,new york,on-time,late,late,missed,on-time,missed,Young
cust0474,63,107658.0,475.0,0.600763684,5,0,75316.0,0.293758846,self-employed,8,student,phoenix,missed,on-time,missed,late,late,late,Senior
cust0475,33,38049.0,508.0,0.673569389,1,0,60348.0,0.293448549,employed,13,student,los angeles,on-time,late,on-time,late,late,late,Early Career
cust0476,31,169786.0,822.0,0.42438278,3,0,48437.0,0.332786114,emp,16,student,new york,late,missed,late,on-time,on-time,missed,Early Career
cust0477,29,52744.0,796.0,0.380979641,5,0,44439.0,0.290962597,employed,3,standard,houston,on-time,late,missed,missed,missed,late,Early Career
cust0478,68,24435.0,307.0,0.257504595,0,1,20374.0,0.397731852,employed,17,student,houston,on-time,on-time,missed,late,missed,on-time,Retired
cust0479,40,87474.0,429.0,0.791591047,2,0,26417.0,0.27389059,unemployed,19,business,los angeles,on-time,late,missed,on-time,on-time,on-time,Mid Career
cust0480,32,86726.0,799.0,0.396867193,2,0,54622.0,0.100372374,retired,14,business,phoenix,late,on-time,on-time,missed,late,on-time,Early Career
cust0481,45,59482.0,346.0,0.460252193,1,0,85678.0,0.287890331,employed,10,gold,houston,late,on-time,on-time,missed,on-time,late,Mid Career
cust0482,51,59811.0,792.0,0.560031117,3,0,45776.0,0.1,emp,11,standard,houston,late,late,late,on-time,on-time,late,Senior
cust0483,19,107658.0,766.0,0.556441529,3,0,45776.0,0.327139098,employed,8,business,phoenix,missed,on-time,late,late,missed,late,Young
cust0484,49,147396.0,401.0,0.649312019,3,0,7468.0,0.4057193,employed,12,platinum,new york,missed,on-time,on-time,late,missed,on-time,Mid Career
cust0485,40,116570.0,556.0,0.424134016,5,0,76567.0,0.201377551,employed,14,standard,houston,missed,on-time,late,missed,on-time,on-time,Mid Career
cust0486,39,39285.0,567.0,0.272266412,6,0,37463.0,0.441855669,emp,14,standard,chicago,missed,missed,on-time,late,missed,late,Mid Career
cust0487,68,43732.0,524.0,0.237266938,6,0,53553.0,0.384283124,retired,4,business,houston,on-time,late,on-time,on-time,on-time,on-time,Retired
cust0488,42,188420.0,550.0,0.384148953,1,0,86846.0,0.420648016,unemployed,18,platinum,new york,on-time,missed,late,missed,missed,on-time,Mid Career
cust0489,39,115497.0,665.0,0.309629905,3,0,64110.0,0.318956386,self-employed,19,gold,new york,late,missed,late,on-time,on-time,missed,Mid Career
cust0490,39,153877.0,618.0,0.439276659,5,0,36029.0,0.200723482,employed,13,business,los angeles,on-time,missed,on-time,on-time,late,on-time,Mid Career
cust0491,66,54954.0,825.0,0.761515762,2,0,77743.0,0.378081543,self-employed,16,platinum,chicago,late,missed,on-time,on-time,missed,on-time,Retired
cust0492,69,177993.0,818.0,0.424544359,0,0,32630.0,0.237539909,employed,17,standard,new york,missed,missed,missed,late,late,on-time,Retired
cust0493,59,191517.0,813.0,0.424469828,5,0,23047.0,0.311788451,unemployed,2,platinum,phoenix,missed,missed,late,late,on-time,late,Senior
cust0494,23,168487.0,306.0,0.496720245,6,0,5539.0,0.282864901,unemployed,1,standard,chicago,missed,on-time,on-time,on-time,missed,on-time,Young
cust0495,32,107658.0,811.0,0.418875002,6,1,16699.0,0.412469586,employed,0,business,chicago,late,late,late,on-time,on-time,on-time,Early Career
cust0496,71,48307.0,688.0,0.486521753,2,0,12707.0,0.373032701,retired,9,business,phoenix,on-time,on-time,missed,on-time,on-time,late,Retired
cust0497,60,86180.0,836.0,0.608173844,2,1,45595.0,0.29194342,unemployed,18,student,houston,on-time,on-time,late,late,late,missed,Senior
cust0498,54,152326.0,847.0,0.676950211,0,0,44449.0,0.104839281,employed,16,student,phoenix,on-time,late,late,on-time,late,missed,Senior
cust0499,50,105852.0,343.0,0.70064264,2,1,11155.0,0.236477253,employed,11,student,phoenix,late,on-time,late,missed,on-time,missed,Mid Career
cust0500,25,40945.0,442.0,0.911370444,1,0,36968.0,0.370422229,self-employed,0,business,houston,missed,late,late,on-time,late,on-time,Young
